X,Ambiente,Nitrogenio
0.003716,0.44,0.43999999999999995
0.003718,0.44,0.43999999999999995
0.00372,0.44,0.3999999999999999
0.003722,0.44,0.43999999999999995
0.003724,0.44,0.43999999999999995
0.003726,0.44,0.3999999999999999
0.003728,0.44,0.3999999999999999
0.00373,0.44,0.3999999999999999
0.003732,0.44,0.3999999999999999
0.003734,0.44,0.3999999999999999
0.003736,0.44,0.3999999999999999
0.003738,0.44,0.3999999999999999
0.00374,0.44,0.3999999999999999
0.003742,0.44,0.3999999999999999
0.003744,0.44,0.3999999999999999
0.003746,0.44,0.3999999999999999
0.003748,0.44,0.3999999999999999
0.00375,0.44,0.3999999999999999
0.003752,0.44,0.3999999999999999
0.003754,0.44,0.3999999999999999
0.003756,0.44,0.3999999999999999
0.003758,0.44,0.3999999999999999
0.00376,0.44,0.3999999999999999
0.003762,0.44,0.3999999999999999
0.003764,0.44,0.3999999999999999
0.003766,0.44,0.3999999999999999
0.003768,0.44,0.3999999999999999
0.00377,0.4,0.3999999999999999
0.003772,0.44,0.3999999999999999
0.003774,0.44,0.3999999999999999
0.003776,0.44,0.3999999999999999
0.003778,0.44,0.3999999999999999
0.00378,0.44,0.3999999999999999
0.003782,0.44,0.3999999999999999
0.003784,0.44,0.3999999999999999
0.003786,0.44,0.3999999999999999
0.003788,0.4,0.3999999999999999
0.00379,0.4,0.3999999999999999
0.003792,0.4,0.3999999999999999
0.003794,0.44,0.3999999999999999
0.003796,0.44,0.3999999999999999
0.003798,0.44,0.3999999999999999
0.0038,0.44,0.3999999999999999
0.003802,0.44,0.3999999999999999
0.003804,0.44,0.3999999999999999
0.003806,0.44,0.3999999999999999
0.003808,0.44,0.3999999999999999
0.00381,0.4,0.3999999999999999
0.003812,0.44,0.3999999999999999
0.003814,0.44,0.3999999999999999
0.003816,0.4,0.3999999999999999
0.003818,0.44,0.3999999999999999
0.00382,0.44,0.3999999999999999
0.003822,0.4,0.3999999999999999
0.003824,0.44,0.3999999999999999
0.003826,0.44,0.3999999999999999
0.003828,0.4,0.3999999999999999
0.00383,0.4,0.3999999999999999
0.003832,0.4,0.3999999999999999
0.003834,0.4,0.3999999999999999
0.003836,0.4,0.3999999999999999
0.003838,0.44,0.3999999999999999
0.00384,0.44,0.3999999999999999
0.003842,0.44,0.3999999999999999
0.003844,0.4,0.3999999999999999
0.003846,0.4,0.3999999999999999
0.003848,0.4,0.3999999999999999
0.00385,0.4,0.3999999999999999
0.003852,0.4,0.3999999999999999
0.003854,0.4,0.3999999999999999
0.003856,0.4,0.3999999999999999
0.003858,0.4,0.3999999999999999
0.00386,0.4,0.3999999999999999
0.003862,0.44,0.3999999999999999
0.003864,0.4,0.3999999999999999
0.003866,0.4,0.3999999999999999
0.003868,0.4,0.3999999999999999
0.00387,0.4,0.3999999999999999
0.003872,0.4,0.3999999999999999
0.003874,0.4,0.3999999999999999
0.003876,0.4,0.3999999999999999
0.003878,0.4,0.3999999999999999
0.00388,0.44,0.3999999999999999
0.003882,0.4,0.3999999999999999
0.003884,0.44,0.3599999999999999
0.003886,0.4,0.3599999999999999
0.003888,0.4,0.3599999999999999
0.00389,0.4,0.3599999999999999
0.003892,0.4,0.3599999999999999
0.003894,0.4,0.3599999999999999
0.003896,0.4,0.3599999999999999
0.003898,0.4,0.3599999999999999
0.0039,0.4,0.3599999999999999
0.003902,0.44,0.3599999999999999
0.003904,0.44,0.3599999999999999
0.003906,0.4,0.3599999999999999
0.003908,0.4,0.3599999999999999
0.00391,0.4,0.3599999999999999
0.003912,0.4,0.3599999999999999
0.003914,0.4,0.3599999999999999
0.003916,0.4,0.3599999999999999
0.003918,0.44,0.3599999999999999
0.00392,0.4,0.3599999999999999
0.003922,0.44,0.3599999999999999
0.003924,0.44,0.3599999999999999
0.003926,0.44,0.3599999999999999
0.003928,0.4,0.3599999999999999
0.00393,0.4,0.3599999999999999
0.003932,0.4,0.3599999999999999
0.003934,0.4,0.3599999999999999
0.003936,0.4,0.3599999999999999
0.003938,0.4,0.3599999999999999
0.00394,0.4,0.3599999999999999
0.003942,0.4,0.3599999999999999
0.003944,0.44,0.3599999999999999
0.003946,0.4,0.3599999999999999
0.003948,0.4,0.3599999999999999
0.00395,0.4,0.3599999999999999
0.003952,0.4,0.3599999999999999
0.003954,0.4,0.3599999999999999
0.003956,0.4,0.3599999999999999
0.003958,0.4,0.3599999999999999
0.00396,0.4,0.3599999999999999
0.003962,0.44,0.3599999999999999
0.003964,0.4,0.3599999999999999
0.003966,0.4,0.3599999999999999
0.003968,0.4,0.3599999999999999
0.00397,0.4,0.3599999999999999
0.003972,0.4,0.3599999999999999
0.003974,0.4,0.31999999999999984
0.003976,0.4,0.3599999999999999
0.003978,0.4,0.3599999999999999
0.00398,0.4,0.3599999999999999
0.003982,0.4,0.3599999999999999
0.003984,0.4,0.3599999999999999
0.003986,0.4,0.31999999999999984
0.003988,0.4,0.3599999999999999
0.00399,0.4,0.3599999999999999
0.003992,0.4,0.3599999999999999
0.003994,0.4,0.3599999999999999
0.003996,0.4,0.3599999999999999
0.003998,0.4,0.3599999999999999
0.004,0.4,0.3599999999999999
0.004002,0.4,0.3599999999999999
0.004004,0.4,0.31999999999999984
0.004006,0.4,0.31999999999999984
0.004008,0.4,0.31999999999999984
0.00401,0.4,0.31999999999999984
0.004012,0.4,0.31999999999999984
0.004014,0.4,0.31999999999999984
0.004016,0.4,0.31999999999999984
0.004018,0.4,0.31999999999999984
0.00402,0.4,0.31999999999999984
0.004022,0.4,0.31999999999999984
0.004024,0.4,0.31999999999999984
0.004026,0.4,0.31999999999999984
0.004028,0.4,0.31999999999999984
0.00403,0.4,0.31999999999999984
0.004032,0.4,0.31999999999999984
0.004034,0.4,0.31999999999999984
0.004036,0.4,0.31999999999999984
0.004038,0.4,0.31999999999999984
0.00404,0.4,0.31999999999999984
0.004042,0.4,0.31999999999999984
0.004044,0.4,0.31999999999999984
0.004046,0.4,0.31999999999999984
0.004048,0.4,0.31999999999999984
0.00405,0.4,0.31999999999999984
0.004052,0.4,0.31999999999999984
0.004054,0.4,0.31999999999999984
0.004056,0.4,0.31999999999999984
0.004058,0.4,0.31999999999999984
0.00406,0.4,0.31999999999999984
0.004062,0.4,0.31999999999999984
0.004064,0.4,0.31999999999999984
0.004066,0.4,0.31999999999999984
0.004068,0.4,0.31999999999999984
0.00407,0.4,0.31999999999999984
0.004072,0.4,0.31999999999999984
0.004074,0.4,0.31999999999999984
0.004076,0.36,0.31999999999999984
0.004078,0.4,0.31999999999999984
0.00408,0.4,0.31999999999999984
0.004082,0.4,0.31999999999999984
0.004084,0.4,0.2799999999999999
0.004086,0.4,0.2799999999999999
0.004088,0.4,0.2799999999999999
0.00409,0.4,0.2799999999999999
0.004092,0.4,0.2799999999999999
0.004094,0.36,0.2799999999999999
0.004096,0.4,0.2799999999999999
0.004098,0.36,0.2799999999999999
0.0041,0.36,0.2799999999999999
0.004102,0.4,0.2799999999999999
0.004104,0.4,0.2799999999999999
0.004106,0.4,0.2799999999999999
0.004108,0.36,0.2799999999999999
0.00411,0.4,0.2799999999999999
0.004112,0.36,0.2799999999999999
0.004114,0.36,0.2799999999999999
0.004116,0.36,0.2799999999999999
0.004118,0.36,0.2799999999999999
0.00412,0.36,0.2799999999999999
0.004122,0.36,0.2799999999999999
0.004124,0.4,0.2799999999999999
0.004126,0.4,0.2799999999999999
0.004128,0.36,0.2799999999999999
0.00413,0.36,0.2799999999999999
0.004132,0.36,0.2799999999999999
0.004134,0.36,0.2799999999999999
0.004136,0.36,0.2799999999999999
0.004138,0.36,0.2799999999999999
0.00414,0.36,0.2799999999999999
0.004142,0.36,0.2799999999999999
0.004144,0.36,0.2799999999999999
0.004146,0.36,0.2799999999999999
0.004148,0.36,0.2799999999999999
0.00415,0.36,0.2799999999999999
0.004152,0.36,0.2799999999999999
0.004154,0.36,0.2799999999999999
0.004156,0.36,0.2799999999999999
0.004158,0.36,0.2799999999999999
0.00416,0.36,0.2799999999999999
0.004162,0.36,0.2799999999999999
0.004164,0.36,0.2799999999999999
0.004166,0.36,0.2799999999999999
0.004168,0.36,0.2799999999999999
0.00417,0.36,0.2799999999999999
0.004172,0.36,0.2799999999999999
0.004174,0.36,0.23999999999999988
0.004176,0.36,0.2799999999999999
0.004178,0.36,0.2799999999999999
0.00418,0.36,0.2799999999999999
0.004182,0.36,0.2799999999999999
0.004184,0.36,0.23999999999999988
0.004186,0.36,0.23999999999999988
0.004188,0.36,0.2799999999999999
0.00419,0.36,0.23999999999999988
0.004192,0.36,0.23999999999999988
0.004194,0.36,0.23999999999999988
0.004196,0.36,0.2799999999999999
0.004198,0.36,0.23999999999999988
0.0042,0.36,0.23999999999999988
0.004202,0.36,0.23999999999999988
0.004204,0.36,0.23999999999999988
0.004206,0.36,0.23999999999999988
0.004208,0.36,0.23999999999999988
0.00421,0.36,0.23999999999999988
0.004212,0.36,0.23999999999999988
0.004214,0.36,0.23999999999999988
0.004216,0.36,0.23999999999999988
0.004218,0.36,0.23999999999999988
0.00422,0.36,0.23999999999999988
0.004222,0.36,0.23999999999999988
0.004224,0.36,0.23999999999999988
0.004226,0.36,0.23999999999999988
0.004228,0.36,0.23999999999999988
0.00423,0.36,0.23999999999999988
0.004232,0.36,0.23999999999999988
0.004234,0.36,0.23999999999999988
0.004236,0.36,0.23999999999999988
0.004238,0.36,0.23999999999999988
0.00424,0.36,0.23999999999999988
0.004242,0.36,0.23999999999999988
0.004244,0.36,0.23999999999999988
0.004246,0.36,0.23999999999999988
0.004248,0.36,0.23999999999999988
0.00425,0.36,0.23999999999999988
0.004252,0.36,0.19999999999999984
0.004254,0.36,0.23999999999999988
0.004256,0.36,0.19999999999999984
0.004258,0.32,0.19999999999999984
0.00426,0.36,0.19999999999999984
0.004262,0.36,0.23999999999999988
0.004264,0.36,0.23999999999999988
0.004266,0.36,0.19999999999999984
0.004268,0.36,0.19999999999999984
0.00427,0.36,0.19999999999999984
0.004272,0.36,0.19999999999999984
0.004274,0.32,0.19999999999999984
0.004276,0.36,0.19999999999999984
0.004278,0.32,0.19999999999999984
0.00428,0.32,0.19999999999999984
0.004282,0.36,0.19999999999999984
0.004284,0.36,0.19999999999999984
0.004286,0.36,0.19999999999999984
0.004288,0.36,0.19999999999999984
0.00429,0.36,0.19999999999999984
0.004292,0.36,0.19999999999999984
0.004294,0.36,0.19999999999999984
0.004296,0.32,0.19999999999999984
0.004298,0.32,0.19999999999999984
0.0043,0.32,0.19999999999999984
0.004302,0.32,0.19999999999999984
0.004304,0.36,0.19999999999999984
0.004306,0.36,0.19999999999999984
0.004308,0.36,0.19999999999999984
0.00431,0.32,0.19999999999999984
0.004312,0.32,0.19999999999999984
0.004314,0.32,0.19999999999999984
0.004316,0.32,0.19999999999999984
0.004318,0.32,0.19999999999999984
0.00432,0.32,0.19999999999999984
0.004322,0.32,0.19999999999999984
0.004324,0.32,0.19999999999999984
0.004326,0.32,0.19999999999999984
0.004328,0.32,0.19999999999999984
0.00433,0.32,0.19999999999999984
0.004332,0.32,0.19999999999999984
0.004334,0.32,0.19999999999999984
0.004336,0.32,0.19999999999999984
0.004338,0.32,0.19999999999999984
0.00434,0.32,0.19999999999999984
0.004342,0.32,0.19999999999999984
0.004344,0.32,0.19999999999999984
0.004346,0.32,0.19999999999999984
0.004348,0.32,0.19999999999999984
0.00435,0.32,0.15999999999999992
0.004352,0.32,0.15999999999999992
0.004354,0.32,0.15999999999999992
0.004356,0.32,0.15999999999999992
0.004358,0.32,0.15999999999999992
0.00436,0.32,0.15999999999999992
0.004362,0.32,0.15999999999999992
0.004364,0.32,0.15999999999999992
0.004366,0.32,0.15999999999999992
0.004368,0.32,0.15999999999999992
0.00437,0.32,0.15999999999999992
0.004372,0.32,0.15999999999999992
0.004374,0.32,0.15999999999999992
0.004376,0.32,0.15999999999999992
0.004378,0.32,0.15999999999999992
0.00438,0.32,0.15999999999999992
0.004382,0.32,0.15999999999999992
0.004384,0.32,0.15999999999999992
0.004386,0.32,0.15999999999999992
0.004388,0.32,0.15999999999999992
0.00439,0.32,0.15999999999999992
0.004392,0.32,0.15999999999999992
0.004394,0.32,0.15999999999999992
0.004396,0.32,0.15999999999999992
0.004398,0.32,0.15999999999999992
0.0044,0.32,0.15999999999999992
0.004402,0.32,0.15999999999999992
0.004404,0.32,0.15999999999999992
0.004406,0.32,0.15999999999999992
0.004408,0.32,0.15999999999999992
0.00441,0.32,0.15999999999999992
0.004412,0.32,0.15999999999999992
0.004414,0.32,0.15999999999999992
0.004416,0.28,0.15999999999999992
0.004418,0.32,0.11999999999999988
0.00442,0.28,0.15999999999999992
0.004422,0.32,0.15999999999999992
0.004424,0.32,0.15999999999999992
0.004426,0.32,0.11999999999999988
0.004428,0.32,0.11999999999999988
0.00443,0.32,0.11999999999999988
0.004432,0.32,0.11999999999999988
0.004434,0.32,0.11999999999999988
0.004436,0.32,0.11999999999999988
0.004438,0.28,0.11999999999999988
0.00444,0.28,0.11999999999999988
0.004442,0.28,0.11999999999999988
0.004444,0.28,0.11999999999999988
0.004446,0.32,0.11999999999999988
0.004448,0.32,0.11999999999999988
0.00445,0.32,0.11999999999999988
0.004452,0.28,0.11999999999999988
0.004454,0.32,0.11999999999999988
0.004456,0.32,0.11999999999999988
0.004458,0.28,0.11999999999999988
0.00446,0.28,0.11999999999999988
0.004462,0.28,0.11999999999999988
0.004464,0.28,0.11999999999999988
0.004466,0.32,0.11999999999999988
0.004468,0.32,0.11999999999999988
0.00447,0.32,0.11999999999999988
0.004472,0.28,0.07999999999999985
0.004474,0.28,0.07999999999999985
0.004476,0.28,0.07999999999999985
0.004478,0.28,0.07999999999999985
0.00448,0.28,0.07999999999999985
0.004482,0.28,0.07999999999999985
0.004484,0.28,0.11999999999999988
0.004486,0.28,0.07999999999999985
0.004488,0.28,0.07999999999999985
0.00449,0.28,0.07999999999999985
0.004492,0.28,0.07999999999999985
0.004494,0.28,0.07999999999999985
0.004496,0.28,0.07999999999999985
0.004498,0.28,0.07999999999999985
0.0045,0.28,0.07999999999999985
0.004502,0.28,0.07999999999999985
0.004504,0.28,0.07999999999999985
0.004506,0.28,0.07999999999999985
0.004508,0.28,0.07999999999999985
0.00451,0.28,0.07999999999999985
0.004512,0.28,0.07999999999999985
0.004514,0.28,0.039999999999999925
0.004516,0.28,0.07999999999999985
0.004518,0.28,0.07999999999999985
0.00452,0.28,0.07999999999999985
0.004522,0.28,0.07999999999999985
0.004524,0.28,0.039999999999999925
0.004526,0.28,0.07999999999999985
0.004528,0.28,0.039999999999999925
0.00453,0.28,0.07999999999999985
0.004532,0.28,0.039999999999999925
0.004534,0.28,0.039999999999999925
0.004536,0.28,0.039999999999999925
0.004538,0.28,0.039999999999999925
0.00454,0.28,0.039999999999999925
0.004542,0.28,0.039999999999999925
0.004544,0.28,0.039999999999999925
0.004546,0.28,0.039999999999999925
0.004548,0.28,0.039999999999999925
0.00455,0.28,0.039999999999999925
0.004552,0.28,0.039999999999999925
0.004554,0.28,0.039999999999999925
0.004556,0.28,0.039999999999999925
0.004558,0.28,0.039999999999999925
0.00456,0.28,0.039999999999999925
0.004562,0.28,0.039999999999999925
0.004564,0.28,0.039999999999999925
0.004566,0.28,0.039999999999999925
0.004568,0.28,0.039999999999999925
0.00457,0.28,0.039999999999999925
0.004572,0.28,-1.1102230246251565e-16
0.004574,0.28,-1.1102230246251565e-16
0.004576,0.28,-1.1102230246251565e-16
0.004578,0.28,-1.1102230246251565e-16
0.00458,0.28,-1.1102230246251565e-16
0.004582,0.24,-1.1102230246251565e-16
0.004584,0.28,-1.1102230246251565e-16
0.004586,0.28,-1.1102230246251565e-16
0.004588,0.28,-1.1102230246251565e-16
0.00459,0.28,-1.1102230246251565e-16
0.004592,0.28,-1.1102230246251565e-16
0.004594,0.28,-1.1102230246251565e-16
0.004596,0.28,-1.1102230246251565e-16
0.004598,0.24,-1.1102230246251565e-16
0.0046,0.24,-1.1102230246251565e-16
0.004602,0.24,-1.1102230246251565e-16
0.004604,0.24,-1.1102230246251565e-16
0.004606,0.24,-1.1102230246251565e-16
0.004608,0.24,-1.1102230246251565e-16
0.00461,0.24,-1.1102230246251565e-16
0.004612,0.24,-1.1102230246251565e-16
0.004614,0.28,-0.04000000000000015
0.004616,0.24,-0.04000000000000015
0.004618,0.24,-0.04000000000000015
0.00462,0.24,-0.04000000000000015
0.004622,0.24,-0.04000000000000015
0.004624,0.24,-0.04000000000000015
0.004626,0.24,-0.04000000000000015
0.004628,0.24,-0.04000000000000015
0.00463,0.24,-0.04000000000000015
0.004632,0.24,-0.04000000000000015
0.004634,0.24,-0.04000000000000015
0.004636,0.24,-0.04000000000000015
0.004638,0.24,-0.04000000000000015
0.00464,0.24,-0.04000000000000015
0.004642,0.24,-0.04000000000000015
0.004644,0.24,-0.04000000000000015
0.004646,0.24,-0.04000000000000015
0.004648,0.24,-0.04000000000000015
0.00465,0.24,-0.04000000000000015
0.004652,0.24,-0.04000000000000015
0.004654,0.24,-0.04000000000000015
0.004656,0.24,-0.04000000000000015
0.004658,0.24,-0.04000000000000015
0.00466,0.24,-0.04000000000000015
0.004662,0.24,-0.04000000000000015
0.004664,0.24,-0.08000000000000007
0.004666,0.24,-0.04000000000000015
0.004668,0.24,-0.08000000000000007
0.00467,0.24,-0.08000000000000007
0.004672,0.24,-0.08000000000000007
0.004674,0.24,-0.08000000000000007
0.004676,0.24,-0.08000000000000007
0.004678,0.24,-0.08000000000000007
0.00468,0.24,-0.08000000000000007
0.004682,0.24,-0.08000000000000007
0.004684,0.24,-0.08000000000000007
0.004686,0.24,-0.08000000000000007
0.004688,0.24,-0.08000000000000007
0.00469,0.24,-0.08000000000000007
0.004692,0.24,-0.08000000000000007
0.004694,0.24,-0.08000000000000007
0.004696,0.24,-0.08000000000000007
0.004698,0.24,-0.08000000000000007
0.0047,0.2,-0.08000000000000007
0.004702,0.24,-0.08000000000000007
0.004704,0.2,-0.08000000000000007
0.004706,0.24,-0.08000000000000007
0.004708,0.2,-0.08000000000000007
0.00471,0.24,-0.08000000000000007
0.004712,0.24,-0.08000000000000007
0.004714,0.24,-0.1200000000000001
0.004716,0.24,-0.1200000000000001
0.004718,0.24,-0.1200000000000001
0.00472,0.2,-0.1200000000000001
0.004722,0.2,-0.1200000000000001
0.004724,0.2,-0.1200000000000001
0.004726,0.2,-0.1200000000000001
0.004728,0.2,-0.1200000000000001
0.00473,0.2,-0.1200000000000001
0.004732,0.24,-0.1200000000000001
0.004734,0.2,-0.1200000000000001
0.004736,0.2,-0.1200000000000001
0.004738,0.2,-0.1200000000000001
0.00474,0.2,-0.1200000000000001
0.004742,0.2,-0.1200000000000001
0.004744,0.2,-0.1200000000000001
0.004746,0.2,-0.1200000000000001
0.004748,0.2,-0.1200000000000001
0.00475,0.2,-0.1200000000000001
0.004752,0.2,-0.1200000000000001
0.004754,0.2,-0.16000000000000014
0.004756,0.2,-0.16000000000000014
0.004758,0.2,-0.16000000000000014
0.00476,0.2,-0.16000000000000014
0.004762,0.2,-0.16000000000000014
0.004764,0.2,-0.16000000000000014
0.004766,0.2,-0.16000000000000014
0.004768,0.2,-0.16000000000000014
0.00477,0.2,-0.16000000000000014
0.004772,0.2,-0.16000000000000014
0.004774,0.2,-0.16000000000000014
0.004776,0.2,-0.16000000000000014
0.004778,0.2,-0.16000000000000014
0.00478,0.2,-0.16000000000000014
0.004782,0.2,-0.16000000000000014
0.004784,0.2,-0.16000000000000014
0.004786,0.2,-0.16000000000000014
0.004788,0.2,-0.16000000000000014
0.00479,0.2,-0.16000000000000014
0.004792,0.2,-0.16000000000000014
0.004794,0.2,-0.16000000000000014
0.004796,0.2,-0.16000000000000014
0.004798,0.2,-0.20000000000000012
0.0048,0.2,-0.20000000000000012
0.004802,0.2,-0.20000000000000012
0.004804,0.2,-0.20000000000000012
0.004806,0.16,-0.20000000000000012
0.004808,0.2,-0.20000000000000012
0.00481,0.2,-0.20000000000000012
0.004812,0.2,-0.20000000000000012
0.004814,0.2,-0.20000000000000012
0.004816,0.2,-0.20000000000000012
0.004818,0.2,-0.20000000000000012
0.00482,0.2,-0.20000000000000012
0.004822,0.2,-0.20000000000000012
0.004824,0.16,-0.20000000000000012
0.004826,0.16,-0.20000000000000012
0.004828,0.16,-0.20000000000000012
0.00483,0.16,-0.20000000000000012
0.004832,0.16,-0.20000000000000012
0.004834,0.16,-0.2400000000000001
0.004836,0.16,-0.2400000000000001
0.004838,0.16,-0.2400000000000001
0.00484,0.16,-0.2400000000000001
0.004842,0.16,-0.2400000000000001
0.004844,0.16,-0.2400000000000001
0.004846,0.16,-0.2400000000000001
0.004848,0.16,-0.2400000000000001
0.00485,0.16,-0.2400000000000001
0.004852,0.16,-0.2400000000000001
0.004854,0.16,-0.2400000000000001
0.004856,0.16,-0.2400000000000001
0.004858,0.16,-0.2400000000000001
0.00486,0.16,-0.2400000000000001
0.004862,0.16,-0.28000000000000014
